epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
151,2740,1.12471,0.5146,0.92912,0.89317,0.90051,0.9049,0.50835,1.10375,0.49352,0.94905,0.000505,0.000505,0.000505
152,2758.54,1.12904,0.52582,0.93485,0.87997,0.89722,0.91101,0.5105,1.10306,0.48803,0.95446,0.0005017,0.0005017,0.0005017
153,2775.93,1.07578,0.51848,0.92618,0.83883,0.8917,0.89107,0.50101,1.10709,0.499,0.96039,0.0004984,0.0004984,0.0004984
154,2794.56,1.1178,0.52475,0.91437,0.89041,0.84887,0.88817,0.49858,1.10706,0.50291,0.95618,0.0004951,0.0004951,0.0004951
155,2811.88,1.08544,0.50385,0.93448,0.89389,0.85007,0.8949,0.49865,1.09475,0.48672,0.96156,0.0004918,0.0004918,0.0004918
156,2830.54,1.0878,0.50371,0.91189,0.88847,0.8922,0.91242,0.51491,1.08346,0.4857,0.95553,0.0004885,0.0004885,0.0004885
157,2847.89,1.09594,0.49269,0.93771,0.88625,0.90064,0.91927,0.50937,1.09038,0.50649,0.95392,0.0004852,0.0004852,0.0004852
158,2866.51,1.10608,0.50507,0.94015,0.89062,0.90486,0.90229,0.51134,1.09456,0.49094,0.95442,0.0004819,0.0004819,0.0004819
159,2883.91,1.12482,0.51786,0.94359,0.87945,0.83708,0.87939,0.48646,1.1235,0.51866,0.97203,0.0004786,0.0004786,0.0004786
160,2902.48,1.11589,0.51878,0.94999,0.88723,0.81207,0.87975,0.48022,1.11032,0.52157,0.97496,0.0004753,0.0004753,0.0004753
161,2919.87,1.11088,0.48377,0.91706,0.8796,0.89275,0.91319,0.50439,1.10947,0.49916,0.96221,0.000472,0.000472,0.000472
162,2938.38,1.07878,0.50421,0.92866,0.85834,0.89499,0.90276,0.49212,1.10414,0.49743,0.9674,0.0004687,0.0004687,0.0004687
163,2955.79,1.11976,0.54531,0.93606,0.8633,0.87714,0.881,0.48046,1.11486,0.50987,0.97196,0.0004654,0.0004654,0.0004654
164,2974.4,1.18613,0.97381,0.95899,0.89954,0.86104,0.8982,0.49743,1.09553,0.50007,0.96512,0.0004621,0.0004621,0.0004621
165,2991.74,1.10202,0.51372,0.92533,0.86918,0.82709,0.8667,0.47815,1.12401,0.51634,0.97651,0.0004588,0.0004588,0.0004588
166,3010.41,1.09699,0.50007,0.93442,0.82375,0.8251,0.85061,0.47678,1.13051,0.53194,0.98691,0.0004555,0.0004555,0.0004555
167,3027.74,1.10759,0.48866,0.938,0.86829,0.8243,0.87436,0.47828,1.14308,0.54292,0.97919,0.0004522,0.0004522,0.0004522
168,3046.39,1.09463,0.50736,0.9426,0.8746,0.87866,0.90721,0.48969,1.20696,0.53122,0.98688,0.0004489,0.0004489,0.0004489
169,3063.84,1.1399,0.52641,0.9521,0.86916,0.88183,0.91178,0.50393,1.12524,0.50274,0.98437,0.0004456,0.0004456,0.0004456
170,3082.43,1.13255,0.52295,0.94699,0.86195,0.87196,0.90048,0.49504,1.12271,0.49428,0.98336,0.0004423,0.0004423,0.0004423
171,3099.84,1.05134,0.49794,0.9145,0.8668,0.88128,0.91457,0.5108,1.12198,0.48857,0.97806,0.000439,0.000439,0.000439
172,3118.35,1.1237,0.52549,0.95039,0.87656,0.88617,0.9122,0.50921,1.10001,0.48688,0.97555,0.0004357,0.0004357,0.0004357
173,3135.79,1.07517,0.50363,0.93604,0.91278,0.84523,0.92136,0.4964,1.17481,0.50958,0.98147,0.0004324,0.0004324,0.0004324
174,3154.42,1.06344,0.48925,0.92626,0.88675,0.83715,0.91069,0.50638,1.12531,0.50101,0.98153,0.0004291,0.0004291,0.0004291
175,3171.73,1.07258,0.49133,0.91895,0.88486,0.8679,0.92345,0.51157,1.10967,0.50589,0.97929,0.0004258,0.0004258,0.0004258
176,3190.38,1.07466,0.50466,0.92493,0.90226,0.87803,0.92421,0.51919,1.09529,0.50125,0.9704,0.0004225,0.0004225,0.0004225
177,3207.94,1.10382,0.50003,0.93634,0.90242,0.91036,0.92631,0.52069,1.08606,0.49523,0.9615,0.0004192,0.0004192,0.0004192
178,3226.78,1.08426,0.49487,0.9248,0.89837,0.8917,0.90196,0.51913,1.08323,0.48437,0.95816,0.0004159,0.0004159,0.0004159
179,3244.19,1.07654,0.48053,0.9164,0.90479,0.88449,0.90679,0.50616,1.12082,0.48988,0.97024,0.0004126,0.0004126,0.0004126
180,3262.77,1.0871,0.4939,0.9217,0.90607,0.90899,0.91691,0.51047,1.10924,0.48096,0.96551,0.0004093,0.0004093,0.0004093
181,3280.2,1.0743,0.49277,0.8992,0.87778,0.91013,0.91148,0.52336,1.10084,0.48189,0.97201,0.000406,0.000406,0.000406
182,3299,1.08954,0.48811,0.92828,0.87728,0.90616,0.91495,0.5224,1.11554,0.50195,0.98897,0.0004027,0.0004027,0.0004027
